repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
3,2,R3F2,canonical_max_severity,Oracle-label logistic,0.6134969325153374,0.43743743743743746,0.41735765616362636,0.8205674767944078,0.49913541063212324
3,2,R3F2,transport_HbA1c,Oracle-label logistic,0.6656441717791411,0.34771121351766515,0.3103666383127222,0.6666845774763702,0.4086491322481482
3,2,R3F2,transport_FPG,Oracle-label logistic,0.6319018404907976,0.4462009178990311,0.4332528180354267,0.803874554721442,0.4936548485988394
3,2,R3F2,transport_OGTT,Oracle-label logistic,0.7423312883435583,0.3333333333333333,0.284037558685446,0.6790295253303248,0.3822092251879501
3,3,R3F3,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.6104294478527608,0.4303117936444622,0.41926141649476195,1.1984781270962668,0.5960082402213311
3,3,R3F3,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6441717791411042,0.32407407407407407,0.2611940298507463,0.7006779496304609,0.4258057363825432
3,3,R3F3,transport_FPG,GALIATSATOS/PLA-BN TAN,0.6319018404907976,0.4436791890280262,0.4324343917645353,0.9356472146294309,0.5309285884915836
3,3,R3F3,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.745398773006135,0.32793522267206476,0.28471001757469244,0.7544211858058115,0.39707593172434225
3,3,R3F3,canonical_max_severity,Operator-aware logistic EM,0.6380368098159509,0.45160218056109563,0.43307709787880927,0.8158509742038738,0.4926180209429157
3,3,R3F3,transport_HbA1c,Operator-aware logistic EM,0.6625766871165644,0.3333333333333333,0.2656826568265683,0.6493761041007706,0.39720434906064944
3,3,R3F3,transport_FPG,Operator-aware logistic EM,0.6257668711656442,0.44293381037567087,0.4282075940270747,0.7957667563377856,0.48595597665655393
3,3,R3F3,transport_OGTT,Operator-aware logistic EM,0.7576687116564417,0.3333333333333333,0.2873763816172193,0.6400716258577418,0.3580545071671928
3,3,R3F3,canonical_max_severity,Oracle-label logistic,0.6503067484662577,0.461341576917963,0.44277799979626536,0.8074253152601912,0.48711896555534256
3,3,R3F3,transport_HbA1c,Oracle-label logistic,0.6625766871165644,0.3333333333333333,0.2656826568265683,0.6707682446937515,0.40813283560440816
3,3,R3F3,transport_FPG,Oracle-label logistic,0.6226993865030674,0.44099582587954683,0.4260412823891085,0.7999263914238905,0.487078707425052
3,3,R3F3,transport_OGTT,Oracle-label logistic,0.7576687116564417,0.3333333333333333,0.2873763816172193,0.645328665696305,0.359906478999572
3,4,R3F4,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5122699386503068,0.3909764779828601,0.39111948026157145,1.2204399150319292,0.6774218298413354
3,4,R3F4,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6319018404907976,0.35129903517527145,0.31570139262446956,0.7713921764800874,0.4618956266546073
3,4,R3F4,transport_FPG,GALIATSATOS/PLA-BN TAN,0.558282208588957,0.40837336840315985,0.40697082767978293,0.9966633063244773,0.5961269770921601
3,4,R3F4,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.6687116564417178,0.3380681818181818,0.2886002886002886,0.8467174123233243,0.47959242344691977
3,4,R3F4,canonical_max_severity,Operator-aware logistic EM,0.6226993865030674,0.44379071931923947,0.42499302909192305,0.8733150045068877,0.5225250251495039
3,4,R3F4,transport_HbA1c,Operator-aware logistic EM,0.6319018404907976,0.3363276169736564,0.26996927803379417,0.6954628072727206,0.4220870359798297
